zona_division_politico_adminisrativa;nombre_zona;nit;dane_anterior;dane_establecimiento;consecutivo_dane;nombre_sede;tipo_sede;comuna;nombre_comuna;nucleo;numero_oficial;prestacion_servicio;sector;zona_sineb;zona_georeferenciado;barrio;vereda;direccion_sede;telefono_sede;ano_registro
3;ZONA CENTRO ORIENTAL;"";305001005109;305001005109;30500100510901;COLEGIO LA ANUNCIACION;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOMBONÁ No2;0;CR 21 40 114;2692664;2022.0
5;ZONA SURORIENTAL;"";305001005125;305001005125;30500100512501;COLEGIO MADRE ANTONIA CERINI;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA FLORIDA;0;CR 32 C 7 A 60;3118176;2022.0
3;ZONA CENTRO ORIENTAL;"";305001005150;305001005150;30500100515001;ESCUELA NORMAL SUPERIOR ANTIOQUEÑA;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;BUENOS AIRES;0;CR 36 A 48 55;2396022;2022.0
4;ZONA CENTRO OCCIDENTAL;800020449-0;305001005176;305001005176;30500100517601;COLEGIO BETHLEMITAS;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAURELES;0;TRV 36 72 93;590 44 52;2022.0
3;ZONA CENTRO ORIENTAL;"";305001005184;305001005184;30500100518401;SEMINARIO MENOR DE LA ARQUIDIOCESIS DE MEDELLIN;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Rural;CORREG. SANTA ELENA;0;KM 5 VÍA LAS PALMAS;2174000;2022.0
3;ZONA CENTRO ORIENTAL;"";305001005214;305001005214;30500100521401;COLEGIO MARIA AUXILIADORA;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS ÁNGELES;0;CR 45 58 88;3208840;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001005257;305001005257;30500100525701;COLEGIO TERESIANO NUESTRA SEÑORA DE LA CANDELARIA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA LUCIA;0;CL 47 F 89 A 134;4220210;2022.0
5;ZONA SURORIENTAL;"";305001005265;305001005265;30500100526501;COLEGIO LATINO;PRINCIPAL;12;LA AMERICA;930;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;SANTA TERESITA;0;KR 86 A 34 64;317 4306077;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001005541;305001005541;30500100554101;COLEGIO NUESTRA MADRE DE  MERCEDES;PRINCIPAL;13;SAN JAVIER;931;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA MONICA 2;0;CL 37 B 98 02;2531455;2022.0
4;ZONA CENTRO OCCIDENTAL;860007766-5;305001005567;305001005567;30500100556701;COLEGIO CORAZONISTA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;SIMÓN BOLÍVAR;0;CR 84 34 36;4129988;2022.0
2;ZONA NOROCCIDENTAL;"";305001005621;305001005621;30500100562101;COLEGIO BARBARA MICARELLI;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;ALTAMIRA;0;DG 80 78 B 48;2570764;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001005893;305001005893;30500100589301;COLEGIO EL HOGAR DE SU NIÑO;PRINCIPAL;13;SAN JAVIER;931;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;SAN JAVIER No.1;0;CR 40    102 40;4965188;2022.0
1;ZONA NORORIENTAL;"";305001005907;305001005907;30500100590701;COLEGIO EMILIA RIQUELME;PRINCIPAL;4;ARANJUEZ;918;0;NO OFICIAL;No Oficial;URBANA;Urbana;ARANJUEZ;0;CR 51 B 91 19;2332287;2022.0
5;ZONA SURORIENTAL;"";305001005991;305001005991;30500100599101;GIMNASIO LOS CEDROS;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL TESORO;0;CR 25 6 105;6040701 -314 6819582;2022.0
2;ZONA NOROCCIDENTAL;"";305001006440;305001006440;30500100644001;ESCUELA POPULAR EUCARISTICA ZORAIDA TRUJILLO;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTANDER;0;CR 77 D 110 A 56;3105131717 - 3128303350 - 4619307;2022.0
6;ZONA SUROCCIDENTAL;"";305001006458;305001006458;30500100645801;INSTITUCION EDUCATIVA CAMILO C. RESTREPO;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;TRINIDAD;0;CR 65 D 24 40;2350852;2022.0
5;ZONA SURORIENTAL;"";305001006784;305001006784;30500100678401;COLEGIO DE LA COMPAÑIA DE MARIA;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL CASTILLO;0;CL 9 SUR 37 345;3211166;2022.0
5;ZONA SURORIENTAL;"";305001006831;305001006831;30500100683101;INSTITUTO MUSICAL DIEGO ECHAVARRIA;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;ALTOS DEL POBLADO;0;CR 32 N. 6SUR - 191;3115241;2022.0
6;ZONA SUROCCIDENTAL;"";305001007306;305001007306;30500100730601;COLEGIO SAN FRANCISCO JAVIER;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS PLAYAS;0;CL 14 73 23;3432492;2022.0
5;ZONA SURORIENTAL;"";305001007586;305001007586;30500100758601;COLEGIO CAMPESTRE LA COLINA;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS BALSOS No.1;0;CL 12 SUR 18 173;3170790;2022.0
2;ZONA NOROCCIDENTAL;"";305001007861;305001007861;30500100786101;GIMNASIO GUAYACANES;PRINCIPAL;7;ROBLEDO;922;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;Bello Horizonte;0;CL 77BB 82 69;239 69 43;2022.0
5;ZONA SURORIENTAL;"";305001007969;305001007969;30500100796901;COLEGIO NUESTRA SEÑORA DE LA PROVIDENCIA;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;ALTOS DEL POBLADO;0;CL 9 A 10 170;480 58 60 - 3148302477;2022.0
2;ZONA NOROCCIDENTAL;"";305001008141;305001008141;30500100814101;CENTRO EDUCATIVO CAMPESTRE COLOMBO ITALIANO;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;La pilarica;0;CR 74 D 75 201;557 8295 - 3052525841;2022.0
3;ZONA CENTRO ORIENTAL;"";305001009848;305001009848;30500100984801;INSTITUCION EDUCATIVA GUADALUPANO LA SALLE;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;ALEJANDRO ECHAVARRÍA;0;CL 49 17 B 21;2261195 - 2228832;2022.0
1;ZONA NORORIENTAL;"";305001010358;305001010358;30500101035801;COLEGIO ADVENTISTA SIMON BOLIVAR;PRINCIPAL;4;ARANJUEZ;917;0;NO OFICIAL;No Oficial;URBANA;Urbana;SEVILLA;0;CR 51 D 71 105;2339853;2022.0
5;ZONA SURORIENTAL;"";305001010781;305001010781;30500101078101;COLEGIO MONTESSORI;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;RURAL;Urbana;SAN LUCAS;0;CL 20A SUR # 20 55;3171430;2022.0
5;ZONA SURORIENTAL;"";305001010935;305001010935;30500101093501;CENTRO PREESCOLAR EUGENIA RAVASCO;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;ASTORGA;0;CL 10 43DD 41;2663128;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001010986;305001010986;30500101098601;KINDER PINOCHO;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL VELÓDROMO;0;CL 45 F 77 28;4131630;2022.0
2;ZONA NOROCCIDENTAL;"";305001011516;305001011516;30500101151601;COLEGIO SANTA BERTILLA BOSCARDIN;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;Bosques de San Pablo;0;CL 78 B 75 181;2345057;2022.0
6;ZONA SUROCCIDENTAL;"";305001011575;305001011575;30500101157501;JARDIN INFANTIL MI MUNDO MARAVILLOSO;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;CL 30 80 57;2384217;2022.0
5;ZONA SURORIENTAL;811.023.361-5;305001011583;305001011583;30500101158301;COLEGIO SAN LUCAS;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN LUCAS;0;CL 20 SUR 25 B 91;3171269;2022.0
2;ZONA NOROCCIDENTAL;"";305001011761;305001011761;30500101176101;INSTITUTO FERRINI - SEDE ROBLEDO;PRINCIPAL;7;ROBLEDO;923;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;PALENQUE;0;CL 76 80 431;2649333 - 4221790;2022.0
1;ZONA NORORIENTAL;"";305001011770;305001011770;30500101177001;INSTITUTO VICARIAL JESUS MAESTRO;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LAS GRANJAS;0;CR 45   85 154;2337127;2022.0
5;ZONA SURORIENTAL;890923095-1;305001011869;305001011869;30500101186901;CENTRO EDUCATIVO INFANTIL PIOLIN;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LALINDE;0;Calle 9 sur #35-180 int 1;4444729;2022.0
2;ZONA NOROCCIDENTAL;"";305001011877;305001011877;30500101187701;ESCUELA JOSE GREGORIO HERNANDEZ;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS BRISAS;0;CR 65 113 120;4626363;2022.0
6;ZONA SUROCCIDENTAL;"";305001011893;305001011893;30500101189301;JARDIN INFANTIL LOS SANTOS ANGELES;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL NOGAL -LOS ALMENDROS;0;CL 32 D 76 51;2500480;2022.0
3;ZONA CENTRO ORIENTAL;"";305001012041;305001012041;30500101204101;JARDIN INFANTIL EL RECREO DE LOS NIÑOS;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;ASOMADERA N. 2;0;CR 32 16 160;2686808;2022.0
5;ZONA SURORIENTAL;"";305001012067;305001012067;30500101206701;JARDIN INFANTIL LA ARBOLEDA;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA FLORIDA;0;CR 30 A 8 60;3114910;2022.0
1;ZONA NORORIENTAL;"";305001012156;305001012156;30500101215601;CENTRO EDUCATIVO MI DULCE HOGAR;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA SALLE;0;CL 92 36 C 54;2631648;2022.0
2;ZONA NOROCCIDENTAL;"";305001012181;305001012181;30500101218101;COLEGIO SAN JUAN EUDES;PRINCIPAL;7;ROBLEDO;922;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;Bosques de San Pablo;0;CL 78 79 B 35;2345349-2341590;2022.0
4;ZONA CENTRO OCCIDENTAL;39446954-8;305001012661;305001012661;30500101266101;CENTRO INFANTIL NOTAS Y COLORES;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA FLORESTA;0;CL 46 80 39;3228454;2022.0
2;ZONA NOROCCIDENTAL;"";305001012857;305001012857;30500101285701;COLEGIO VID OBRA DE LA CONGREGACION MARIANA;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;CORDOBA;0;CL 81 71 06;4452200;2022.0
5;ZONA SURORIENTAL;"";305001013195;305001013195;30500101319501;COLEGIO MANZANARES;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS BALSOS No.1;0;CR 16 12 SUR 28;4441347;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001013675;305001013675;30500101367501;LA CASA DE LOS COLORES PREESCOLAR Y CENTRO DE FORMACION ARTISTICA;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAURELES;0;CL 38 76 09;4120043;2022.0
3;ZONA CENTRO ORIENTAL;"";305001013691;305001013691;30500101369101;COLEGIO ALFRED BINET;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;MIRAFLORES;0;CL 49 26 31;2697920;2022.0
6;ZONA SUROCCIDENTAL;"";305001013730;305001013730;30500101373001;COLEGIO PESTALOZZI;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN BERNARDO;0;CR 75 20 40;2381860;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001013799;305001013799;30500101379901;JARDIN INFANTIL PELUSA;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS ACACIAS;0;CR 78 A 34 A 44;2508663;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001014043;305001014043;30500101404301;CENTRO INFANTIL MI MUNDO SOÑADO;PRINCIPAL;13;SAN JAVIER;931;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN JAVIER No.1;0;CL 41 101 66;2530703;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001014086;305001014086;30500101408601;JARDIN INFANTIL VIDA NUEVA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA MÓNICA;0;KR 93 B 38 C 24;3885034;2022.0
5;ZONA SURORIENTAL;"";305001014205;305001014205;30500101420501;GUARDERIA PREESCOLAR CASCANUECES;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;ALEJANDRIA;0;CL 1 BSUR 32 51;2689594;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001014213;305001014213;30500101421301;GENIOS PREESCOLAR LTDA.;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAURELES;0;CQ 2 72 49;412 37 15 - 413 29 80;2022.0
2;ZONA NOROCCIDENTAL;811008732;305001014248;305001014248;30500101424801;COLEGIO PARROQUIAL SAN JUDAS TADEO;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;CASTILLA;0;CL 98 68 51;4717175 - 3135523918;2022.0
2;ZONA NOROCCIDENTAL;"";305001014256;305001014256;30500101425601;COLEGIO BAUTISTA DE CASTILLA;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;CASTILLA;0;CL 96 67 40;2375463;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001014264;305001014264;30500101426401;COLEGIO HISPANO;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOLIVARIANA;0;CIR 1 # 72 20;2502061;2022.0
6;ZONA SUROCCIDENTAL;"";305001014604;305001014604;30500101460401;JARDIN INFANTIL CHIQUILANDIA;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROSALES;0;CL 32 69 B 29;2357667;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001014647;305001014647;30500101464701;JARDIN INFANTIL MI MAGICO MUNDO;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAURELES;0;CL 44 A 72 64;4120028;2022.0
6;ZONA SUROCCIDENTAL;"";305001014663;305001014663;30500101466301;JARDIN INFANTIL PREESCOLAR MUNDO DE JUGUETE;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELEN MIRAVALLE;0;CL 32 78 34;2380791;2022.0
6;ZONA SUROCCIDENTAL;"";305001014957;305001014957;30500101495701;PREESCOLAR COLORINES LTDA.;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROSALES;0;CR 73 30 A 44;2350819;2022.0
6;ZONA SUROCCIDENTAL;"";305001015589;305001015589;30500101558901;CENTRO EDUCATIVO MUNDO DE COLORES;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;CRISTO REY;0;CL 1 B 65 107;2558550;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001015627;305001015627;30500101562701;PREESCOLAR MICKEY MOUSE;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL VELÓDROMO;0;CR 76 45 C 86;4137180;2022.0
2;ZONA NOROCCIDENTAL;"";305001015708;305001015708;30500101570801;CENTRO EDUCATIVO SAGRADO CORAZON DE JESUS;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;PEDREGAL;0;CL 103 D 72 4;2375111;2022.0
2;ZONA NOROCCIDENTAL;"";305001015716;305001015716;30500101571601;COLEGIO PARROQUIAL NUESTRA SEÑORA DEL BUEN CONSEJO;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;GIRARDOT;0;CL 103 EE 65 63;4757650 -3218152330 - 3218152333 - 3046304210;2022.0
2;ZONA NOROCCIDENTAL;"";305001015775;305001015775;30500101577501;CENTRO EDUCATIVO INTEGRAL EL PACTO;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA ESPERANZA;0;CR 74 97 33;4721684;2022.0
1;ZONA NORORIENTAL;"";305001015988;305001015988;30500101598801;CENTRO EDUCATIVO LOS 7 ENANITOS;PRINCIPAL;2;SANTA CRUZ;915;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA CRUZ;0;CR 47 99 11;5220832;2022.0
2;ZONA NOROCCIDENTAL;"";305001016003;305001016003;30500101600301;COLEGIO MADRID CAMPESTRE;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CL 76 89 C 66;421 88 97-3234635086;2022.0
6;ZONA SUROCCIDENTAL;"";305001016054;305001016054;30500101605401;CENTRO EDUCATIVO INGENIOS;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;CRISTO REY;0;CL 5 SUR 50 18;2552707;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001016071;305001016071;30500101607101;CENTRO INFANTIL NUBECITAS;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA LUCIA;0;CR 88 47 23;2644241;2022.0
2;ZONA NOROCCIDENTAL;"";305001016089;305001016089;30500101608901;CENTRO EDUCATIVO AUTONOMO;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;TEJELO;0;CL 104 68 A 77;2375822;2022.0
5;ZONA SURORIENTAL;"";305001016101;305001016101;30500101610101;COLEGIO EUSKADI;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;RURAL;Urbana;POBLADO;0;CR 10 N° 16A SUR 3;3360305;2022.0
3;ZONA CENTRO ORIENTAL;"";305001016127;305001016127;30500101612701;ESCUELA POPULAR EUCARISTICA ARZOBISPO TULIO BOTERO SALAZAR;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;BARRIOS DE JESÚS;0;CR 9 B 49 B 05;2692225;2022.0
2;ZONA NOROCCIDENTAL;"";305001016224;305001016224;30500101622401;JARDIN INFANTIL SUPER AMIGOS;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;GIRARDOT;0;CL 103 EE 65 96;4715612;2022.0
5;ZONA SURORIENTAL;890937543-9;305001016259;305001016259;30500101625901;CENTRO EDUCATIVO INFANTIL LOS OSITOS;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS BALSOS No.1;0;CL 9 SUR 32 150;321 00 00;2022.0
2;ZONA NOROCCIDENTAL;"";305001016275;305001016275;30500101627501;COLEGIO GUILLERMO TABORDA RESTREPO;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL DIAMANTE;0;CL 79 A 82 A 11;4034150;2022.0
2;ZONA NOROCCIDENTAL;"";305001016551;305001016551;30500101655101;MATERNAL Y JARDIN INFANTIL PIMPILIN;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;TEJELO;0;CL 112 B 67 71;2730812;2022.0
2;ZONA NOROCCIDENTAL;"";305001016615;305001016615;30500101661501;CENTRO EDUCATIVO GENIOS EN ACCION;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;CASTILLA;0;CR 66 A 93 39;4774383;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001016631;305001016631;30500101663101;JARDIN INFANTIL EL ARTE Y EL CONOCER;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA AMÉRICA;0;CL 42 C 90 A 50;2531923;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001016674;305001016674;30500101667401;CENTRO INFANTIL PREESCOLAR TRAVIESOS;PRINCIPAL;13;SAN JAVIER;931;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN JAVIER No.1;0;CL 42    101-46;2530285;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001016739;305001016739;30500101673901;CENTRO EDUCATIVO PEQUEÑOS CREADORES;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS ACACIAS;0;CL 36 80 B 38;4126026;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001016780;305001016780;30500101678001;PREESCOLAR GIMNASIO INFANTIL PEPEGRILLO;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;CALASANZ;0;CR 81 A 49 F 14;4213924;2022.0
2;ZONA NOROCCIDENTAL;"";305001016798;305001016798;30500101679801;CENTRO EDUCATIVO LOS NOGALES;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CL 76 80 218;305 4808025;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001016844;305001016844;30500101684401;GUARDERIA Y JARDIN INFANTIL CHUPETIN;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;ESTADIO;0;CR 77 CC 48 61;2341252;2022.0
6;ZONA SUROCCIDENTAL;"";305001016861;305001016861;30500101686101;INSTITUCION EDUCATIVA PEDAGOGICO INTEGRAL;PRINCIPAL;16;BELÉN;935;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;SAN BERNARDO;0;CL 26B N° 72 - 3;3439800-3435155;2022.0
2;ZONA NOROCCIDENTAL;"";305001016933;305001016933;30500101693301;CENTRO EDUCATIVO LOS GANSITOS;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;PEDREGAL;0;CL 103 76 59;2372173;2022.0
1;ZONA NORORIENTAL;890980053-3;305001016984;305001016984;30500101698401;ESCUELA POPULAR EUCARISTICA JULIO C. HERNANDEZ;PRINCIPAL;1;POPULAR;914;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;POPULAR;0;CL 108 43 16;"2366036";2022.0
3;ZONA CENTRO ORIENTAL;1040181636-6;305001017034;305001017034;30500101703401;GURI GURI GUARDERIA Y PREESCOLAR;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS ÁNGELES;0;CR 43 58 20;"5576415";2022.0
3;ZONA CENTRO ORIENTAL;"";305001017115;305001017115;30500101711501;CENTRO EDUCATIVO CASA MAMA MARGARITA;PRINCIPAL;10;LA CANDELARIA;928;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CL 48    39 58;2182156-2172251;2022.0
2;ZONA NOROCCIDENTAL;"";305001017123;305001017123;30500101712301;CENTRO PEDAGOGICO FLORENCIA;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;TEJELO;0;CL 111 70 23;5839745;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001017298;305001017298;30500101729801;COLEGIO ARENYS DEL MAR;PRINCIPAL;13;SAN JAVIER;931;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;BLANQUIZAL;0;CL 58D    93A 87;4383122 -316 523 6188;2022.0
3;ZONA CENTRO ORIENTAL;"";305001017361;305001017361;30500101736101;CENTRO DE DESARROLLO INTEGRADO - CENDI;PRINCIPAL;10;LA CANDELARIA;928;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA CANDELARIA;0;KR 42 49 59;4441808 - 2399815 - 3217588610;2022.0
6;ZONA SUROCCIDENTAL;"";305001017590;305001017590;30500101759001;COLEGIO PADRE MANYANET;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;CR 84 F 8 29;3412810;2022.0
6;ZONA SUROCCIDENTAL;"";305001017603;305001017603;30500101760301;CENTRO EDUCATIVO CAMINITO;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS ALPES;0;CL 30 85 27;2380745;2022.0
6;ZONA SUROCCIDENTAL;"";305001017611;305001017611;30500101761101;CENTRO EDUCATIVO MECHUDITOS;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS ALPES;0;CR 84 A 28 38;2382011;2022.0
6;ZONA SUROCCIDENTAL;"";305001017638;305001017638;30500101763801;CENTRO INFANTIL PIRUETAS;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA PALMA;0;CL 26 79 313;2387000;2022.0
6;ZONA SUROCCIDENTAL;"";305001017646;305001017646;30500101764601;PREESCOLAR EL RODEO;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;CRISTO REY;0;CL 1 A SUR 56 35;2857116;2022.0
6;ZONA SUROCCIDENTAL;"";305001017662;305001017662;30500101766201;GUARDERIA Y PREESCOLAR PALOTIN;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;CAMPO AMOR;0;CR 59 7 18;2558528;2022.0
2;ZONA NOROCCIDENTAL;"";305001017701;305001017701;30500101770101;CENTRO INFANTIL IMAGINATE;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;La pilarica;0;CL 75 70 49;2572595;2022.0
2;ZONA NOROCCIDENTAL;"";305001017719;305001017719;30500101771901;COLEGIO GRACIELA VASQUEZ CANO;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELLO HORIZONTE;0;CR 87 A 77CC 25;2644905;2022.0
